Uniq Id,Destination,Itinerary,Places Covered,Hotel_details,cost_per_person,Places_to_visit,weather
bd21df675b22170c265ca17c39c2d4b9,Shimla|Manali|Chandigarh,2N Shimla . 2N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,Kyriad Hotel Shimla (A unit of Hotel C K Int.):3.5|Snow Valley Resorts:4.4|Hotel 6 Chandigarh Zirakpur(Medallion):4,10819.0, Pinjore Gardens | Himachal - Convenience Value Pack - Sedan - MMT | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley ,cool
019d9efc12075748a408932d9691aed1,Shimla|Manali|Chandigarh,3N Shimla . 3N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,Kyriad Hotel Shimla (A unit of Hotel C K Int.):3.5|Snow Valley Resorts:4.4|Hotel 6 Chandigarh Zirakpur(Medallion):4,13957.0, Mall road | Pinjore Gardens | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley ,cool
3775275a89820141aec1ef0b6f8f946d,Dharamshala,2N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,3431.0, Bus Tickets from Delhi to Dharamshala | Bus Tickets from Dharamshala to Delhi ,cool
63a17d41fdc4ee77a2e2cfdcd59cf7a5,Jaipur|Jodhpur|Udaipur,2N Jaipur . 1N Jodhpur . 2N Udaipur,Jaipur|Jodhpur|Udaipur,RAMADA JAIPUR:4.1|Indana Palace Jodhpur:4.3|The Ananta:4.4,19641.0, City Palace | Hawa Mahal | Jantar Mantar | Amer Fort | Walking and Food Tasting Tour - MMT | Mehrangarh Fort | Jaswant Thada | Ranakpur Jain Temples ,hot
39092bb9bedea1a94d0f3f8ce4ba3bf0,Udaipur,2N Udaipur,Udaipur,Hotel Yois Udaipur - MMT Holidays Special:,5536.5, Cable Car Ride & Fort Tour Near Lake Pichola (With Lunch & Transfers) - MMT ,hot
de16b030e87d79d8bde84181d85769f7,Udaipur,2N Udaipur,Udaipur,The Ananta:4.4,6932.0, Cable Car Ride & Fort Tour Near Lake Pichola (With Lunch & Transfers) - MMT ,hot
4cf7ffd5aaa637852e500d2cb7b547d9,Shimla|Manali|Dharamshala,2N Shimla . 2N Manali . 2N Dharamshala,Shimla|Manali|Dharamshala,Summit Thistle Villa Resort & Spa:4.3|Snow Valley Resorts:4.4|Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,16758.0, Kufri | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley ,cool
aac810bd57d8291fb3a6b1fd5b96bd9d,Shimla|Manali|Chandigarh,2N Shimla . 2N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,The Oberoi Cecil:4.8|Larisa Resort:4.6|Ramada Plaza Chandigarh:4,28845.0, Pinjore Gardens | Himachal - Convenience Value Pack - Sedan - MMT | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley ,cool
4b67a7768f582b24b3d8a91060cbd200,Gangtok|Darjeeling,2N Gangtok . 2N Darjeeling,Gangtok|Darjeeling,"Summit Namnang Courtyard & Spa, Gangtok-MMT Holidays Special:4.1|Omega Residency:",18681.0, Changu Lake - Excursion | Baba Mandir | Tashi View Point | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Bhakthang Waterfall | Directorate of Handicrafts and Handloom | Tiger Hill | Ghoom Monastery | Batasia Loop | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Happy valley Tea Estate | Japanese Temple | Peace Pagoda | Toy Train Ride in Darjeeling ,moderate
536c0683ed2971b5b88b41f7e0e7b116,Jaipur,2N Jaipur,Jaipur,Leisure Inn Grand Chanakya:4,5656.5, Hawa Mahal | City Palace | Jantar Mantar | Amer Fort ,hot
20531f500e748f38be74cb007b9c7be4,Amritsar,2N Amritsar,Amritsar,Hyatt Regency Amritsar:4.1,12698.0, DURGIANA MANDIR | Wagah Border | Ram Tirth | Golden Temple | Jalianwalla bagh | Gobindgarh fort ,moderate
96faa2f03266b74d119a29eea7b68f5a,Dharamshala,2N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,3264.0, Bus Tickets from Delhi to Dharamshala | Bus Tickets from Dharamshala to Delhi ,cool
9fb314c034971e591ad5480acd02862f,Dharamshala,2N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,12940.5, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute | Mall Road ,cool
51c82073c6aa95388da3aaff40c2e11d,Udaipur|Jodhpur,2N Udaipur . 2N Jodhpur,Udaipur|Jodhpur,Saagasa Hotel Yois:3.8|SHRI RAM EXCELLENCY:4.1,16971.5, Lake Pichola | Saheliyon ki Bari | City Palace | Sajjangarh Palace | Mehrangarh Fort | Jaswant Thada | Umaid Bhawan Palace | Osian | Traditional Rajasthani Lunch by Talented Home Chef Raghvendra Rathore in Jodhpur - MMT ,hot
9781dda642fa032ea5033887879d781c,Guwahati,3N Guwahati,Guwahati,Hotel Atithi:4.3,15090.5, Kamakhya Temple | Navagraha Temples | Umananda Temple | Purva Tirupati Shri Balaji temple | Assam State Zoo | Sualkuchi Excursion | Hajo ,moderate
2ded71628b37f40fad2ce18d39005aeb,Udaipur,2N Udaipur,Udaipur,Swaroop Vilas:3.8,10492.5, Lake Pichola | Jag Mandir Palace | Private Sunset Boat Ride at Lake Pichola - MMT | Sajjangarh Palace ,hot
c983aba8560b4dd38436ff11a9b84535,Udaipur,2N Udaipur,Udaipur,Swaroop Vilas:3.8,12070.0," Day Outing at Krishna Ranch (With Transfers, Horse Riding, Dinner & Bonfire) - MMT ",hot
5eb48559e25630a80c3395bcfe6de8df,Shimla|Manali|Chandigarh,2N Shimla . 4N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,"Clarkes Hotel, A grand heritage hotel since 1898:4.5|Larisa Resort:4.5|Ramada Plaza Chandigarh:4.0",23586.0, Kufri | Himalayan Zoo | Naldhera | Viceregal Lodge | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Mall road | Pandoh Dam | Solang Valley | Manikaran ,cool
3d6ab25c1f33a322ef2028f777400dd2,Dharamshala,2N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,6866.5, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Cricket Stadium | Norbulingka Institute | Sunrise at a Hilltop (With Transfers) ,cool
71f3c4bccde6b2c1fa3071cf490026c2,Goa,5N Goa,Goa,Novotel Goa Resort & Spa:4.2,17783.0, South Goa Sightseeing by an MUV - For South Goa Hotels - MMT ,hot
960e653cc33780460ce6caf957d9d203,Shimla|Manali|Amritsar,3N Shimla . 3N Manali . 2N Amritsar,Shimla|Manali|Amritsar,Hotel Baljees Regency:4.2|Hotel Vintage:4|Hotel Sapphire:3.7,19164.0, Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley ,cool
a5c25e5f6dad37244e9ae6020d587e98,Dharamshala,2N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,6866.5, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Cricket Stadium | Norbulingka Institute | Sunrise at a Hilltop (With Transfers) ,cool
80b22f0a8d4add68fe9bf4994a604c6a,Dharamshala,2N Dharamshala,Dharamshala,Hotel BobsnBarley:3.6,11944.0, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute ,cool
5905e388ab693c21c015c0c1a5b8e2f2,Udaipur|Jodhpur,3N Udaipur . 2N Jodhpur,Udaipur|Jodhpur,The Ananta:4.4|Indana Palace Jodhpur:4.3,68912.0, Fateh Sagar Lake | Saheliyon ki Bari | Sajjangarh Palace | Jaswant Thada ,hot
247d254e05deba40178db2fbb519ac12,Jaipur|Udaipur,3N Jaipur . 2N Udaipur,Jaipur|Udaipur,RAMADA JAIPUR:4.1|The Ananta:4.4,16075.5, City Palace | Hawa Mahal | Jantar Mantar | Rajasthan - Convenience Value Pack - SUV - MMT | Amer Fort | Albert Hall Museum | Bhangarh Fort ,hot
242923f9c2a459a42d2feac5bc3dcc16,Shimla|Manali|Chandigarh,3N Shimla . 3N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Larisa Resort:4.5|Ramada Plaza Chandigarh:4",23413.5, Mall road | Pinjore Gardens | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley ,cool
765ca3fdcea24255ee934e0dbd627568,Gangtok,5N Gangtok,Gangtok,Summit Norling Resort & Spa:3.9,23183.0, Changu Lake - Excursion | Baba Mandir | Rumtek Monastery | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Directorate of Handicrafts and Handloom | Bhakthang Waterfall | Ropeway | Seven Sister Waterfall | Tashi View Point ,moderate
32b1896c2ab137ea75299e29f17a087e,Udaipur|Jodhpur,2N Udaipur . 1N Jodhpur,Udaipur|Jodhpur,Hotel Horizon:3.7|Shri Ram Empire:4.2,11230.0, Lake Pichola | Jag Mandir Palace | Saheliyon ki Bari | Vintage Car Museum | City Palace | Crystal Gallery | Maharana Pratap Smarak | Mehrangarh Fort | Jaswant Thada ,hot
df165c427da41ec7c8c765772f620dd7,Amritsar,2N Amritsar,Amritsar,Hyatt Regency Amritsar:4.1,13070.5, DURGIANA MANDIR | Ram Tirth | Wagah Border | Delicious Punjabi Meal by Home Chef Nidhi Mahadev | Golden Temple | Jalianwalla bagh | Partition museum | Gobindgarh fort | INDIA GATE ,moderate
5e63137a713deb552c2a5b2aeed8046a,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Larisa Resort:4.5|Ramada Plaza Chandigarh:4",22106.0, Himachal - Convenience Value Pack - Sedan - MMT | Kufri | Mall road | Viceregal Lodge | Hadimba Temple | Jagatsukh | Vashishth Kund | Tibetan Monastery | Personal Photoshoot in Manali | Solang Valley ,cool
4caed5acd8b4f65f1043f23fafed5572,Manali,4N Manali,Manali,Larisa Resort:4.5,13984.5, Pandoh Dam | Hadimba Temple | Tibetan Monastery | Vashishth Kund | Mall road | Vanvihar | Solang Valley | Manikaran ,cool
a390ed0a23964c0627dde2715bd3ed6e,Shimla|Manali,2N Shimla . 4N Manali,Shimla|Manali,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Larisa Resort:4.6",25128.5, Pinjore Gardens | Mall road | Kufri | Indira Bunglow | Himalayan Zoo | Scandal point | Gaeity Theatre | Townhall | Mall road | Shimla Church | Pandoh Dam | Solang Valley ,cool
dde58293f0effcfb8d6927960490eb71,Udaipur,3N Udaipur,Udaipur,The Ananta:4.4,16609.0, Boat Ride to Jag Mandir Palace - MMT | Convenience Value Pack for Sedan - MMT | High Tea at the Sunset Terrace of the Fateh Prakash Palace - MMT ,hot
882a380613ff735c95cfad1c05d30932,Goa,4N Goa,Goa,The Lalit Golf & Spa Resort:4.1,18513.5, South Goa Sightseeing by an MUV - For South Goa Hotels - MMT ,hot
8bc2c8813a7e7afe2352e024f5483a52,Amritsar,2N Amritsar,Amritsar,Evoke Avaas Lifestyle:3.7,9995.0, DURGIANA MANDIR | Wagah Border | Ram Tirth | Golden Temple | Jalianwalla bagh | Gobindgarh fort ,moderate
80848ea4d41b20b2cbd024938d56a9a1,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Larisa Resort:4.6|Ramada Plaza Chandigarh:4.1",23448.5, Mall road | Kufri | Himachal - Convenience Value Pack - Sedan - MMT | Annadale | Viceregal Lodge | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Hadimba Temple | Jagatsukh | Vashishth Kund | Tibetan Monastery | Personal Photoshoot in Manali | Solang Valley | Romantic Open Air Lunch by River Beas ,cool
03f1da048008e49e63529ecac7c98d55,Gangtok,4N Gangtok,Gangtok,Mayfair Spa Resort & Casino:4.5,30413.0, Changu Lake - Excursion | Baba Mandir | Rumtek Monastery | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Ropeway | Bhakthang Waterfall | Directorate of Handicrafts and Handloom | Seven Sister Waterfall | Tashi View Point ,moderate
adca170e63d310200e52f54df29df2e3,Udaipur,2N Udaipur,Udaipur,Hotel Horizon:3.7,2994.0, Mumbai or Ahmedabad to Udaipur by Bus (Evening) | Udaipur to Ahmedabad or Mumbai by Bus (Evening) ,hot
2b991fa8734ba24a8e9801c751589d27,Darjeeling|Gangtok,2N Darjeeling . 1N Gangtok,Darjeeling|Gangtok,"Sumi Yashshree Suites & Spa:4.4|Summit Namnang Courtyard & Spa, Gangtok-MMT Holidays Special:",15496.5, Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Happy valley Tea Estate | Japanese Temple | Peace Pagoda | Tashi View Point | Ganesh Tok | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Bhakthang Waterfall | Rumtek Monastery | Directorate of Handicrafts and Handloom ,moderate
c9b06921abec00fd3d70b097c91bb8cf,Jaipur|Jodhpur|Udaipur,2N Jaipur . 1N Jodhpur . 2N Udaipur,Jaipur|Jodhpur|Udaipur,RAMADA JAIPUR:4.1|Indana Palace Jodhpur:4.3|The Ananta:4.4,15841.0, City Palace | Hawa Mahal | Jantar Mantar | Amer Fort | Mehrangarh Fort | Jaswant Thada | Ranakpur Jain Temples ,hot
8c67e99fac7e4763b3b95d235da3db5b,Shimla|Manali|Dharamshala,2N Shimla . 3N Manali . 2N Dharamshala,Shimla|Manali|Dharamshala,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Larisa Resort:4.5|Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9",18015.0, Kufri | Mall road | Viceregal Lodge | Pandoh Dam | Vashishth Kund | Hadimba Temple | Tibetan Monastery ,cool
07f4fe10441e2b89fde7866dfed0ca57,Goa,3N Goa,Goa,Grand Hyatt Goa:4.5,22144.5, Romantic Experiences for Couples from North Goa Hotels (With Transfers) ,hot
6edac8e6b3c3cd09d20382dcdb7598d3,Dharamshala,3N Dharamshala,Dharamshala,Hotel The Vaikunth:3.9,6893.5, Dalai Lama temple | Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute | Kangra Art Museum ,cool
d6e476638489ec781df1b4e664edbd82,Udaipur,2N Udaipur,Udaipur,The Ananta:4.4,7724.0, Cable Car Ride & Fort Tour Near Lake Pichola (With Lunch & Transfers) - MMT ,hot
a3c3414a124b7095af6e1c19609edf12,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,The Oberoi Cecil:4.7|Solang Valley Resort:3.8|Ramada Plaza Chandigarh:4,32217.5, Himachal - Convenience Value Pack - Sedan - MMT | Kufri | Mall road | Viceregal Lodge | Hadimba Temple | Jagatsukh | Vashishth Kund | Tibetan Monastery | Personal Photoshoot in Manali | Solang Valley ,cool
cb789a51dd1d1167570da7e463c2cfd3,Ajmer|Jaipur,1N Ajmer . 2N Jaipur,Ajmer|Jaipur,Hotel Royal Palace:4.1|Hotel Mansingh:4.1,15182.0, Ajmer Sharif | Nasiyan Jain Temple | Ana Sagar Lake | Amer Fort | Ticket to Light and Sound Show at Amer Fort - MMT | Dinner at 1135AD Restaurant in Amer Fort - MMT | City Palace | Hawa Mahal | Jantar Mantar | Albert Hall Museum | Walking and Food Tasting Tour - MMT ,hot
1e56dc541da69aa0ef61f04115ed8a78,Shillong,3N Shillong,Shillong,Hotel Pegasus Crown:2.9,19390.5," Umiam Lake | Christian Cathedral | WardÛªs Lake | Elephant Falls | Shillong Peak | Seven Sister Falls | Thankarang Park | Ka Khoh Ramhah | Mawsmai Falls,Cherrapunji | Mawsmai Cave, Cherrapunji | Nohkalikai Waterfalls, Cherrapunji | Kynrem Falls ",moderate
876feedcac80447bb54f583e20a13f4b,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,11920.0, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Cricket Stadium | Norbulingka Institute | Kangra Devi Temple ,cool
4da18e34d08d25100054478ff5dbe6c5,Jodhpur,3N Jodhpur,Jodhpur,Rohet Garh:4.1,20856.0, Mehrangarh Fort | Jaswant Thada | Umaid Bhawan Palace | Osian | Mandore Garden | Sardar Market ,hot
0313892251e77a5d7c2b6989836b4d69,Udaipur,2N Udaipur,Udaipur,Hotel Horizon:3.7,5787.0, Private Sunset Boat Ride at Lake Pichola - MMT ,hot
f34d9f87bd654405a1ab1fb7e6adbe62,Jaipur|Jodhpur|Udaipur,2N Jaipur . 1N Jodhpur . 2N Udaipur,Jaipur|Jodhpur|Udaipur,Park Regis Jaipur - MMT Holidays Special:|Park Plaza - MMT Holidays Special:|Hotel Yois Udaipur - MMT Holidays Special:,16982.5, City Palace | Hawa Mahal | Jantar Mantar | Amer Fort | Walking and Food Tasting Tour - MMT | Mehrangarh Fort | Jaswant Thada | Ranakpur Jain Temples ,hot
cfc452b3d2f929c7a9bc4bbec621f1cf,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,6173.0, Dalai Lama temple | Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute | Kangra Art Museum ,cool
ad229b3d196642824e09c430bd1dcf61,Chandigarh|Shimla|Chandigarh,1N Chandigarh . 3N Shimla . 1N Chandigarh,Chandigarh|Shimla|Chandigarh,Ramada Plaza Chandigarh:4|The Oberoi Cecil:4.7|Ramada Plaza Chandigarh:4,24345.5, Rock Garden | Sukhna Lake | Rose Garden | Mall road | Pinjore Gardens | Mall road | Pinjore Gardens | Shimla Church | Scandal point | Gaeity Theatre | Townhall ,cool
fa12086098af159ee0274015f63d3c26,Jaipur|Jodhpur|Udaipur,2N Jaipur . 1N Jodhpur . 2N Udaipur,Jaipur|Jodhpur|Udaipur,Leisure Inn Grand Chanakya:4|Shree Ram International:3.8|Hotel Horizon:3.8,15150.5, City Palace | Hawa Mahal | Jantar Mantar | Amer Fort | Mehrangarh Fort | Jaswant Thada | Ranakpur Jain Temples ,hot
c60a2f5f2874b7b1201675ccc3d7e4e4,Udaipur,2N Udaipur,Udaipur,Hotel Yois Udaipur - MMT Holidays Special:,4866.0, Lake Pichola | Jag Mandir Palace | Return Volvo Tickets ex Indore | Sajjangarh Palace ,hot
6e23bd7e1048c3432aac3a7c7e347f6c,Udaipur,2N Udaipur,Udaipur,Hotel Yois Udaipur - MMT Holidays Special:,6678.5," Day Outing at Krishna Ranch (With Transfers, Horse Riding, Dinner & Bonfire) - MMT ",hot
3a2cae45bee98fc0d5878057175de5b6,Shimla|Manali|Dharamshala|Amritsar,2N Shimla . 3N Manali . 2N Dharamshala . 1N Amritsar,Shimla|Manali|Dharamshala|Amritsar,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Larisa Resort:4.6|Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9|Hyatt Regency Amritsar:4.1",30075.0, Kufri | Viceregal Lodge | Mall road | Pandoh Dam | Vashishth Kund | Hadimba Temple | Tibetan Monastery ,cool
d3d6fc8de7ef4f07f874f02f5ba1aa4b,Udaipur,3N Udaipur,Udaipur,Hotel Horizon:3.7,14515.0, Lake Pichola | Jag Mandir Palace | Dinner at a Lake View Haveli (With Transfers) - MMT | Saheliyon ki Bari | City Palace ,hot
9c43f3228209a795c2c2872fa25f1a77,Shimla|Manali|Chandigarh,2N Shimla . 4N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Larisa Resort:4.5|JW Marriott Chandigarh:4.4",23405.5, Kufri | Himalayan Zoo | Naldhera | Viceregal Lodge | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Mall road | Pandoh Dam | Solang Valley | Manikaran ,cool
4ec913794a93def80071a3e3ae18bc48,Shimla|Manali|Dharamshala,2N Shimla . 3N Manali . 2N Dharamshala,Shimla|Manali|Dharamshala,Hotel Baljees Regency:4.2|Hotel Vintage:4|Hotel BobsnBarley:3.6,15278.0, Mall road | Pinjore Gardens | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley | Hadimba Temple | Tibetan Monastery | Vashishth Kund ,cool
219c9316ec82d9f15b22aff3679e0539,Dharamshala,3N Dharamshala,Dharamshala,Hotel The Vaikunth:3.9,13505.0, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute ,cool
d91ad9dfade58726d738288d53cee4a0,Dharamshala,2N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,4123.0, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute | Mall Road ,cool
f766ea82d71f21596afdc3723ecbc1e8,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,20897.5, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Cricket Stadium | Norbulingka Institute | Kangra Art Museum ,cool
114ae54f6b7762a688497f02dc5b72b2,Dharamshala,2N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,4391.0, Dalai Lama temple | Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute ,cool
58f7460a3c8ae3935e4ce61741090194,Darjeeling,3N Darjeeling,Darjeeling,Sumi Yashshree Suites & Spa:4.4,14951.5, Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Peace Pagoda | Japanese Temple | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Happy valley Tea Estate | Mirik ,moderate
b1a5f5e7fd3cfb03bdde7ca4682545a7,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,5949.5, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute ,cool
967280c3f708a6bc12fa1d9ecee0aeca,Manali|Shimla,3N Manali . 2N Shimla,Manali|Shimla,Hotel Vintage:4|Hotel Baljees Regency:4.2,12507.0, Mall road | Pandoh Dam | Himachal - Convenience Value Pack - Sedan - MMT | Hadimba Temple | Tibetan Monastery | Vashishth Kund | Solang Valley | Pandoh Dam ,cool
b6c02745ce21e319f4005e8e2c85756a,Mysore|Bangalore,2N Mysore . 2N Bangalore,Mysore|Bangalore,"Country Inn And Suites By Radisson, Mysore:4.2|The Chancery Pavilion:3.8",11684.5, Chamundi Hills | Mysore Zoo | St. Philomena Church | Mysore Palace | Brindavan Gardens | Lal Bagh Botanical Garden | Cubbon Park | Vidhana Soudha | Ulsoor Lake ,moderate
0932353bbf54ac06bd2da978c3e76ae0,Srinagar,2N Srinagar,Srinagar,The Pride Inn:4.2,12664.0, Dal Lake | Gondola Point ,moderate
10ddf903b364bec77216e9613c5b60c8,Bangalore,3N Bangalore,Bangalore,Octave Hotel Double Rd:3.8,8310.0, Lal Bagh Botanical Garden | Cubbon Park | Vidhana Soudha | Ulsoor Lake ,moderate
72e7a364c872ccc471f5a2ef58769521,Jaipur,3N Jaipur,Jaipur,RAMADA JAIPUR:4.1,14312.0," Hawa Mahal | City Palace | Jantar Mantar | Amer Fort | Cycle Safari with a Tractor Ride in a Village in Jaipur, Rajasthan - MMT | Ticket to Light and Sound Show at Amer Fort - MMT | Dinner at 1135AD Restaurant in Amer Fort - MMT ",hot
edf25e6e2a53f0725c5825730b68e69f,Udaipur,3N Udaipur,Udaipur,The Ananta:4.4,14159.0, Lake Pichola | Jag Mandir Palace | Dinner at a Lake View Haveli (With Transfers) - MMT | Saheliyon ki Bari | City Palace ,hot
8d3ac6ea687a5520f5f414c42b0783cb,Dharamshala,2N Dharamshala,Dharamshala,Hotel BobsnBarley:3.6,23661.5, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Norbulingka Institute | Mall Road ,cool
d359c37c89384f4fccbec3a19282661a,Shimla|Manali|Dharamshala,2N Shimla . 3N Manali . 2N Dharamshala,Shimla|Manali|Dharamshala,Hotel Baljees Regency:4.2|Hotel Vintage:4|Hotel The Vaikunth:3.9,14371.5, Mall road | Pinjore Gardens | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley | Hadimba Temple | Tibetan Monastery | Vashishth Kund ,cool
1687123f9ae4eb2c11053602c543456e,Shimla,2N Shimla,Shimla,Hotel Baljees Regency:4.5,3278.5, Bus from Delhi to Shimla | Bus from Shimla to Delhi ,cool
3211062c85da29d556a954154b0c4873,Jaipur,2N Jaipur,Jaipur,Leisure Inn Grand Chanakya:4,8625.0, Hawa Mahal | City Palace | Jantar Mantar | Amer Fort ,hot
d438ed01022bcb0ea5edbd0ec855dc27,Agra|Lucknow|Varanasi,1N Agra . 1N Lucknow . 2N Varanasi,Agra|Lucknow|Varanasi,"Tajview IHCL SeleQtions,Agra-MMT Holiday Special:4.5|Renaissance Lucknow Hotel:3.9|Radisson Hotel Varanasi:",22237.5, Taj Mahal | Agra fort | Chota Imambara | Clock Tower | Rumi Darwaza | Bara Imambara | Ghats | Kashi Vishwanath Temple | Sarnath | Ashoka Pillar | Kashi Vishwanath Temple | Tulsi Manas Temple | Bharat Mata Temple | Bharat Kala Bhavan | Benares Hindu University ,hot
9b7fa823ed9db4863454a7177f3e3d43,Jaipur|Udaipur,2N Jaipur . 2N Udaipur,Jaipur|Udaipur,Nirwana Hometel Jaipur - A Sarovar Hotel:4.1|juSTa Rajputana:4.2,13774.0, City Palace | Hawa Mahal | Jantar Mantar | Amer Fort | Albert Hall Museum | Saheliyon ki Bari | City Palace ,hot
7d9acdb1d495e7df5f6f75832eec9b89,Chandigarh|Shimla|Chandigarh,1N Chandigarh . 3N Shimla . 1N Chandigarh,Chandigarh|Shimla|Chandigarh,Ramada Plaza Chandigarh:4|The Oberoi Cecil:4.7|JW Marriott Chandigarh:4.4,28068.0, Rock Garden | Sukhna Lake | Rose Garden | Mall road | Pinjore Gardens | Mall road | Pinjore Gardens | Shimla Church | Scandal point | Gaeity Theatre | Townhall ,cool
3e07f62b1ece0578751dd114710ade15,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,13391.0, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Cricket Stadium | Norbulingka Institute | Kangra Devi Temple ,cool
